Time,Event context,Component,Event name,Description,Origin,IP address
"14/11/17, 10:23","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"14/11/17, 10:23","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,90.191.83.102
"14/11/17, 09:43","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"14/11/17, 09:43","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,90.191.83.102
"14/11/17, 09:39","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"14/11/17, 09:39","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"13/11/17, 16:35",URL: Syllabus info SVHI.06.010 (17/18 A OU deg. st),URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '313925'.,web,90.191.83.102
"13/11/17, 16:34",URL: Syllabus info SVHI.06.010 (17/18 A OU deg. st),URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '313925'.,web,90.191.83.102
"13/11/17, 16:32",URL: Syllabus info SVHI.06.010 (17/18 A OU deg. st),URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '313925'.,web,90.191.83.102
"13/11/17, 16:31",URL: Slides on the assignment,URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '316788'.,web,90.191.83.102
"13/11/17, 16:31","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"13/11/17, 10:19","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:81a1:5a:9db4:59b3
"13/11/17, 10:19","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,2001:bb8:2002:1f00:81a1:5a:9db4:59b3
"13/11/17, 10:18","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:81a1:5a:9db4:59b3
"13/11/17, 10:11",URL: Syllabus info SVHI.06.010 (17/18 A OU deg. st),URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '313925'.,web,2001:bb8:2002:1f00:81a1:5a:9db4:59b3
"13/11/17, 10:05",URL: Slides on the assignment,URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '316788'.,web,2001:bb8:2002:1f00:81a1:5a:9db4:59b3
"13/11/17, 09:59",URL: Slides on the assignment,URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '316788'.,web,2001:bb8:2002:1f00:81a1:5a:9db4:59b3
"13/11/17, 09:58",URL: Slides on the assignment,URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '316788'.,web,2001:bb8:2002:1f00:81a1:5a:9db4:59b3
"13/11/17, 09:58","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:81a1:5a:9db4:59b3
"12/11/17, 18:48","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"8/11/17, 16:04","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"8/11/17, 11:18","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"3/11/17, 09:45",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,172.17.30.158
"2/11/17, 16:06",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,90.191.83.102
"2/11/17, 16:06",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,90.191.83.102
"2/11/17, 16:06",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,90.191.83.102
"2/11/17, 16:05",Assignment: Submit independent assignment,Assignment,Grading table viewed,The user with id '79398' viewed the grading table for the assignment with course module id '316791'.,web,90.191.83.102
"2/11/17, 16:05",Assignment: Submit independent assignment,Assignment,The status of the submission has been viewed.,The user with id '79398' has viewed the submission status page for the assignment with course module id '316791'.,web,90.191.83.102
"2/11/17, 16:05","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"2/11/17, 16:04","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"2/11/17, 16:04","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,90.191.83.102
"2/11/17, 16:03","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"2/11/17, 16:01",URL: Slides on the assignment,URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '316788'.,web,90.191.83.102
"2/11/17, 16:01","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"2/11/17, 16:01","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '1' for the course with id '4880',web,90.191.83.102
"2/11/17, 16:01","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"2/11/17, 16:01","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '1' for the course with id '4880',web,90.191.83.102
"2/11/17, 11:27","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:3495:f433:8c2a:eb56
"2/11/17, 11:27","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:3495:f433:8c2a:eb56
"2/11/17, 11:27","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,2001:bb8:2002:1f00:3495:f433:8c2a:eb56
"2/11/17, 09:48","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"2/11/17, 09:48","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"31/10/17, 09:51","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,193.40.13.163
"31/10/17, 09:51","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"31/10/17, 09:50","Course: Technology Use in Education (SVHI.06.010), AÜ",System,User list viewed,The user with id '79398' viewed the list of users in the course with id '4880'.,web,193.40.13.163
"31/10/17, 09:50","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"31/10/17, 09:50","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '2' for the course with id '4880',web,193.40.13.163
"31/10/17, 09:49",Other,System,Course module deleted,The user with id '79398' deleted the 'url' activity with course module id '371051'.,web,193.40.13.163
"31/10/17, 09:49","Course: Technology Use in Education (SVHI.06.010), AÜ",Recycle bin,Item created,Item created with ID 28786.,web,193.40.13.163
"31/10/17, 09:49",Other,System,Course module deleted,The user with id '79398' deleted the 'page' activity with course module id '371050'.,web,193.40.13.163
"31/10/17, 09:49","Course: Technology Use in Education (SVHI.06.010), AÜ",Recycle bin,Item created,Item created with ID 28785.,web,193.40.13.163
"31/10/17, 09:49","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"31/10/17, 09:49","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '8' for the course with id '4880',web,193.40.13.163
"31/10/17, 09:48",Other,System,Course module updated,The user with id '79398' updated the 'url' activity with course module id '371051'.,web,193.40.13.163
"31/10/17, 09:47","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"31/10/17, 09:47",Other,System,Course module created,The user with id '79398' created the 'url' activity with course module id '371051'.,web,193.40.13.163
"31/10/17, 09:47",Other,System,Course module updated,The user with id '79398' updated the 'page' activity with course module id '371050'.,web,193.40.13.163
"31/10/17, 09:47",Other,Page,Course module viewed,The user with id '79398' viewed the 'page' activity with course module id '371050'.,web,193.40.13.163
"31/10/17, 09:46",Other,Page,Course module viewed,The user with id '79398' viewed the 'page' activity with course module id '371050'.,web,193.40.13.163
"31/10/17, 09:46","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"31/10/17, 09:46",Other,System,Course module created,The user with id '79398' created the 'page' activity with course module id '371050'.,web,193.40.13.163
"31/10/17, 09:44",Other,System,Course module deleted,The user with id '79398' deleted the 'folder' activity with course module id '371049'.,web,193.40.13.163
"31/10/17, 09:44","Course: Technology Use in Education (SVHI.06.010), AÜ",Recycle bin,Item created,Item created with ID 28783.,web,193.40.13.163
"31/10/17, 09:44","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"31/10/17, 09:44",Other,Folder,Course module viewed,The user with id '79398' viewed the 'folder' activity with course module id '371049'.,web,193.40.13.163
"31/10/17, 09:44","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"31/10/17, 09:44",Other,System,Course module created,The user with id '79398' created the 'folder' activity with course module id '371049'.,web,193.40.13.163
"31/10/17, 09:40","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"31/10/17, 09:40","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"29/10/17, 15:49","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"26/10/17, 11:25",Forum: Forum,Forum,Discussion viewed,The user with id '79398' has viewed the discussion with id '328929' in the forum with course module id '342142'.,web,193.40.13.163
"26/10/17, 11:25",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '342142'.,web,193.40.13.163
"26/10/17, 11:25","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"24/10/17, 13:13","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:13","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course updated,The user with id '79398' updated the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:13","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:12","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '7' for the course with id '4880',web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:12","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:12","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:12",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '355422'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:12","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:12","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section deleted,The user with id '79398' deleted section number '8' (section name '') for the course with id '4880',web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:11","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:11","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '6' for the course with id '4880',web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:10","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:10","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '7' for the course with id '4880',web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:09","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:09","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '7' for the course with id '4880',web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:09","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:09",Assignment: Submit independent assignment,System,Course module updated,The user with id '79398' updated the 'assign' activity with course module id '316791'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:09","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Calendar event updated,The user with id '79398' updated the event 'Submit independent assignment' with id '76656'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:08","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"24/10/17, 13:08","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:791f:93b4:706e:e317
"17/10/17, 14:00",URL: Slides on the assignment,URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '316788'.,web,2001:bb8:2002:1f00:b160:e0e1:7649:cf5e
"17/10/17, 14:00","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,2001:bb8:2002:1f00:b160:e0e1:7649:cf5e
"16/10/17, 11:18",URL: Slides on the assignment,URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '316788'.,web,193.40.13.163
"16/10/17, 11:17",URL: Slides on the assignment,URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '316788'.,web,193.40.13.163
"16/10/17, 11:14","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"16/10/17, 11:14",Forum: Forum,Forum,Discussion viewed,The user with id '79398' has viewed the discussion with id '328929' in the forum with course module id '342142'.,web,193.40.13.163
"16/10/17, 11:14",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '342142'.,web,193.40.13.163
"16/10/17, 11:14","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"16/10/17, 11:13",Forum: Forum,Forum,Discussion viewed,The user with id '79398' has viewed the discussion with id '328903' in the forum with course module id '342033'.,web,193.40.13.163
"16/10/17, 11:13",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '342033'.,web,193.40.13.163
"16/10/17, 11:13","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"16/10/17, 11:13",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '355422'.,web,193.40.13.163
"16/10/17, 11:13","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"16/10/17, 11:12",Forum: Forum,Forum,Discussion viewed,The user with id '79398' has viewed the discussion with id '328928' in the forum with course module id '342142'.,web,193.40.13.163
"16/10/17, 11:12",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '342142'.,web,193.40.13.163
"16/10/17, 11:12",Forum: Forum,Forum,Discussion viewed,The user with id '79398' has viewed the discussion with id '328929' in the forum with course module id '342142'.,web,193.40.13.163
"16/10/17, 11:12",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '342142'.,web,193.40.13.163
"16/10/17, 11:12","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"15/10/17, 14:36",URL: Slides on the assignment,URL,Course module viewed,The user with id '79398' viewed the 'url' activity with course module id '316788'.,web,90.191.83.102
"15/10/17, 13:00","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"14/10/17, 15:43","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"14/10/17, 15:42","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"14/10/17, 15:42","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '6' for the course with id '4880',web,90.191.83.102
"14/10/17, 15:41","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"14/10/17, 15:41","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"12/10/17, 21:11","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"3/10/17, 16:36","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"3/10/17, 16:36","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '6' for the course with id '4880',web,193.40.13.163
"3/10/17, 16:36","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"3/10/17, 16:36","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '5' for the course with id '4880',web,193.40.13.163
"3/10/17, 16:35","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"3/10/17, 16:35","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '5' for the course with id '4880',web,193.40.13.163
"3/10/17, 16:35","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"3/10/17, 16:35","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '4' for the course with id '4880',web,193.40.13.163
"3/10/17, 16:28","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"3/10/17, 16:28","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '4' for the course with id '4880',web,193.40.13.163
"3/10/17, 16:27","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"3/10/17, 16:27","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '6' for the course with id '4880',web,193.40.13.163
"3/10/17, 16:26","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"3/10/17, 16:25","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"2/10/17, 12:55","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,193.40.13.163
"1/10/17, 16:29",Forum: Forum,Forum,Discussion viewed,The user with id '79398' has viewed the discussion with id '328928' in the forum with course module id '342142'.,web,90.191.83.102
"1/10/17, 16:29",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '342142'.,web,90.191.83.102
"1/10/17, 16:29","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"30/09/17, 12:53","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"30/09/17, 12:49",Forum: Forum,Forum,Discussion viewed,The user with id '79398' has viewed the discussion with id '328928' in the forum with course module id '342142'.,web,90.191.83.102
"30/09/17, 12:49",Forum: Forum,Forum,Post created,The user with id '79398' has created the post with id '893790' in the discussion with id '328928' in the forum with course module id '342142'.,web,90.191.83.102
"30/09/17, 12:49",Forum: Forum,Forum,Some content has been posted.,The user with id '79398' has posted content in the forum post with id '893790' in the discussion '328928' located in the forum with course module id '342142'.,web,90.191.83.102
"30/09/17, 12:34",Forum: Forum,Forum,Discussion viewed,The user with id '79398' has viewed the discussion with id '328928' in the forum with course module id '342142'.,web,90.191.83.102
"30/09/17, 12:34",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '342142'.,web,90.191.83.102
"30/09/17, 12:34","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"30/09/17, 12:34",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '355422'.,web,90.191.83.102
"30/09/17, 12:34",Forum: Forum,Forum,Discussion subscription created,The user with id '79398' subscribed the user with id '79398' to the discussion  with id '336273' in the forum with the course module id '355422'.,web,90.191.83.102
"30/09/17, 12:34",Forum: Forum,Forum,Discussion created,The user with id '79398' has created the discussion with id '336273' in the forum with course module id '355422'.,web,90.191.83.102
"30/09/17, 12:34",Forum: Forum,Forum,Some content has been posted.,The user with id '79398' has posted content in the forum post with id '893775' in the discussion '336273' located in the forum with course module id '355422'.,web,90.191.83.102
"30/09/17, 12:33",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '355422'.,web,90.191.83.102
"30/09/17, 12:33",Forum: Forum,Forum,Discussion subscription created,The user with id '79398' subscribed the user with id '79398' to the discussion  with id '336272' in the forum with the course module id '355422'.,web,90.191.83.102
"30/09/17, 12:33",Forum: Forum,Forum,Discussion created,The user with id '79398' has created the discussion with id '336272' in the forum with course module id '355422'.,web,90.191.83.102
"30/09/17, 12:33",Forum: Forum,Forum,Some content has been posted.,The user with id '79398' has posted content in the forum post with id '893774' in the discussion '336272' located in the forum with course module id '355422'.,web,90.191.83.102
"30/09/17, 12:33",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '355422'.,web,90.191.83.102
"30/09/17, 12:33",Forum: Forum,Forum,Discussion subscription created,The user with id '79398' subscribed the user with id '79398' to the discussion  with id '336269' in the forum with the course module id '355422'.,web,90.191.83.102
"30/09/17, 12:33",Forum: Forum,Forum,Discussion created,The user with id '79398' has created the discussion with id '336269' in the forum with course module id '355422'.,web,90.191.83.102
"30/09/17, 12:33",Forum: Forum,Forum,Some content has been posted.,The user with id '79398' has posted content in the forum post with id '893771' in the discussion '336269' located in the forum with course module id '355422'.,web,90.191.83.102
"30/09/17, 12:32",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '355422'.,web,90.191.83.102
"30/09/17, 12:32","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"30/09/17, 12:32",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '342142'.,web,90.191.83.102
"30/09/17, 12:32","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"30/09/17, 12:32",Forum: Forum,System,Course module created,The user with id '79398' created the 'forum' activity with course module id '355422'.,web,90.191.83.102
"30/09/17, 12:31","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"30/09/17, 12:31","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '6' for the course with id '4880',web,90.191.83.102
"30/09/17, 12:31",Forum: Discussions on independent assignment,System,Course module updated,The user with id '79398' updated the 'forum' activity with course module id '316785'.,web,90.191.83.102
"30/09/17, 12:31",URL: Slides on the assignment,System,Course module updated,The user with id '79398' updated the 'url' activity with course module id '316788'.,web,90.191.83.102
"30/09/17, 12:30","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"30/09/17, 12:30","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '6' for the course with id '4880',web,90.191.83.102
"30/09/17, 12:30","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '6' for the course with id '4880',web,90.191.83.102
"30/09/17, 12:29","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"30/09/17, 12:29","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course section updated,The user with id '79398' updated section number '7' for the course with id '4880',web,90.191.83.102
"30/09/17, 12:28","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"30/09/17, 12:28","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
"30/09/17, 12:28",Forum: Forum,Forum,Course module viewed,The user with id '79398' viewed the 'forum' activity with course module id '342142'.,web,90.191.83.102
"30/09/17, 12:28","Course: Technology Use in Education (SVHI.06.010), AÜ",System,Course viewed,The user with id '79398' viewed the course with id '4880'.,web,90.191.83.102
